stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
10176,902980,DEERFIELD PKWY @ THREE VERIZON PL,0 DEERFIELD PKY & VERIZON PL,34.09548,-84.267954,,,,,,1
10186,902981,N MAIN ST @ WINDWARD PKY W,0 MAIN & WINDWARD,34.093963,-84.279531,,,,,,1
10188,902982,OLD MILTON PKY @ BRIDGE POINTE DR,0 OLD MILTON PKY & BRIDGE POINTE DR,34.06256,-84.24747,,,,,,1
10212,903045,N MAIN ST @ HENDERSON PKWY,0 MAIN & COGBURN,34.092039,-84.285415,,,,,,1
10214,903046,N MAIN ST @ CANTON ST,0 MAIN & CANTON,34.088795,-84.29524,,,,,,
10218,903083,OLD MILTON PKWY @ BROOKSIDE PKY,3625 OLD MILTON PKY & BROOKSIDE PKY,34.064694,-84.253908,,,,,,1
10220,903084,BROOKSIDE PKWY @ 3705,,34.06235,-84.2544,,,,,,1
10222,903085,BROOKSIDE PKWY @ 3775,3775 BROOKSIDE PKY,34.061248,-84.252481,,,,,,1
10232,903185,OLD MILTON PKWY @ ROCKBERRY LN,0 OLD MILTON PKY & ROCKBERRY LN,34.061439,-84.244415,,,,,,1
10234,903186,OLD MILTON PKWY @ COTTON CREEK ENTRY,0 OLD MILTON PKY & COTTON CREEK ENTRY,34.064854,-84.253526,,,,,,1
10238,902637,OLD MILTON PKWY @ 3502,,34.066705,-84.258072,,,,,,1
10244,902638,NORTH POINT PKY @ 500,,34.085357,-84.257443,,,,,,0
10248,902639,WINDWARD PKWY @ WESTSIDE PKWY,0 WINDWARD PKY & WESTSIDE PKY,34.087517,-84.269008,,,,,,1
10250,903217,MORRIS RD @ WEBB RD,0 MORRIS RD & WEBB RD,34.096344,-84.260561,,,,,,
10252,903218,MORRIS RD@13010,,34.094303,-84.262563,,,,,,1
10254,903219,OLD MILTON PKWY @ PARK BRIDGE PKWY,OLD MILTON PKY & PARK BRIDGE PKY,34.06095,-84.242611,,,,,,1
10256,903220,WINDWARD PKWY @ N MAIN ST,0 WINDWARD PKY & N MAIN ST,34.093579,-84.278328,,,,,,1
10266,902641,WINDWARD PARK & RIDE,200 DRYDEN RD,34.085992,-84.260559,,,,,,1
10270,902643,MORRIS RD @ 12395,,34.081,-84.261262,,,,,,1
10272,902644,WINDWARD PKWY @ 5555,5555 WINDWARD PKY,34.087024,-84.265427,,,,,,
10274,902649,DEERFIELD PKWY @ WEBB RD,0 DEERFIELD PKY & WEBB RD,34.097509,-84.264371,,,,,,
10276,902650,MORRIS RD @ ONE VERIZON PL,12726 MORRIS,34.091014,-84.266497,,,,,,1
14002,902765,ALPHARETTA HWY @ HOUZE WAY,0 ALPHARETTA & HOUZE,34.046329,-84.339584,,,,,,1
14004,902766,ALPHARETTA HWY@SUN VALLEY DR,0 ALPHARETTA HWY & SUN VALLEY DR,34.049772,-84.337806,,,,,,
14009,902772,ALPHARETTA HWY @ ELKINS RD,0 ALPHARETTA HWY & ELKINS RD,34.051866,-84.334413,,,,,,1
14010,902773,ALPHARETTA HWY@MANSELL PL,0 ALPHARETTA & MANSELL,34.054226,-84.330254,,,,,,1
14012,902774,ALPHARETTA HWY @ GREENHOUSE DR,0 ALPHARETTA HWY & GREENHOUSE DR,34.055115,-84.329132,,,,,,1
14014,902767,ALPHARETTA HWY@ROSEMONT PKY,0 ALPHARETTA & ROSEMONT,34.058438,-84.326409,,,,,,1
14018,902768,ALPHARETTA HWY@HEMBREE RD,0 ALPHARETTA HWY & HEMBREE RD,34.060832,-84.324602,,,,,,1
14020,902769,ALPHARETTA HWY@HOSPITAL BLVD,0 ALPHARETTA HWY & HOSPITAL BLVD,34.062747,-84.322976,,,,,,1
14022,902770,ALPHARETTA HWY@NORTHMEADOW PKWY,0 ALPHARETTA HWY & NORTHMEADOW PKWY,34.065852,-84.31873,,,,,,
14024,906278,ALPHARETTA HWY@HANEY DR,0 ALPHARETTA HWY & HANEY DR,34.066263,-84.316296,,,,,,1
14026,906279,ALPHARETTA HWY@WILLS RD,0 ALPHARETTA & WILLS,34.066277,-84.313118,,,,,,
14028,906281,ALPHARETTA HWY@HANEY DR,0 ALPHARETTA & HANEY,34.066383,-84.316063,,,,,,
14030,906295,ALPHARETTA HWY @ UPPER HEMBREE RD,0 ALPHARETTA HWY & UPPER HEMBREE RD,34.065865,-84.319,,,,,,1
14032,906296,ALPHARETTA HWY @ HOSPITAL BLVD,0 ALPHARETTA HWY & HOSPITAL BLVD,34.06329,-84.322723,,,,,,1
14034,906312,ALPHARETTA HWY @ HEMBREE RD,0 ALPHARETTA & HEMBREE,34.061096,-84.324554,,,,,,1
14038,906337,ALPHARETTA HWY@11450,,34.057182,-84.327896,,,,,,1
14040,906338,ALPHARETTA HWY @ GREENHOUSE DR,0 ALPHARETTA HWY & GREENHOUSE DR,34.055408,-84.329323,,,,,,1
14042,906339,ALPHARETTA HWY@MANSELL PL,0 ALPHARETTA & MANSELL,34.053848,-84.331345,,,,,,1
14046,906314,ALPHARETTA HWY@SUN VALLEY DR,0 ALPHARETTA HWY & SUN VALLEY DR,34.050059,-84.337621,,,,,,1
14048,906315,S MAIN ST @ 571,571 S MAIN ST & MAXWELL RD,34.066226,-84.309834,,,,,,1
15007,906341,MAIN ST@BRADY PL,0 MAIN & BRADY,34.066297,-84.304719,,,,,,
15008,906342,MAIN ST@MAXWELL RD,0 MAIN & MAXWELL,34.067867,-84.301102,,,,,,1
15011,906318,N MAIN ST @ CUMMING ST,0 N MAIN ST & CUMMING ST,34.07832,-84.294505,,,,,,1
15014,906320,S MAIN ST @ JANIS LN,0 S MAIN ST & JANIS LN,34.06975,-84.298078,,,,,,1
15018,903188,NORTH POINT PKWY @ 6360,6360 NORTH POINT PKY,34.046681,-84.290142,,,,,,
15020,903189,NORTH POINT PKWY @ 6250,6250 NORTH POINT PKY,34.046985,-84.290381,,,,,,1
15022,902705,S MAIN ST @ MAXWELL RD,0 S MAIN ST & MAXWELL RD,34.0678,-84.301615,,,,,,1
15026,902706,S MAIN ST @ JANIS LN,0 S MAIN ST & JANIS LN,34.069839,-84.29787,,,,,,1
15028,902707,HAYNES BRIDGE RD@11385,11785 HAYNES BRIDGE,34.056886,-84.286369,,,,,,1
15030,902708,HAYNES BRIDGE RD @ RAINWATER DR,0 HAYNES BRIDGE RD & RAINWATER DR,34.063717,-84.291553,,,,,,1
15032,903190,HAYNES BRIDGE RD @ DEVORE RD,0 HAYNES BRIDGE & DEVORE,34.066409,-84.292587,,,,,,1
15036,903191,HAYNES BRIDGE RD@11770,,34.068882,-84.293925,,,,,,1
15037,903192,HAYNES BRIDGE RD @ DEVORE RD,0 HAYNES BRIDGE RD & DEVORE RD,34.066134,-84.293113,,,,,,1
15040,902709,HAYNES BRIDGE RD @ WOODHAVEN WAY,0 HAYNES BRIDGE RD & WOODHAVEN WAY,34.063449,-84.291782,,,,,,1
15042,902710,HAYNES BRIDGE RD @ RAINWATER BLVD,0 HAYNES BRIDGE & MORRISON,34.061653,-84.29047,,,,,,1
15044,902711,ALPHARETTA HWY @ ROSEMONT PKWY,0 ALPHARETTA HWY & ROSEMONT PKWY,34.058564,-84.326815,,,,,,1
15048,902653,HAYNES BRIDGE RD @ WESTSIDE PKWY,0 HAYNES BRIDGE & MORRISON,34.061055,-84.289146,,,,,,1
15054,902775,ACADEMY ST @ HAYNES BRIDGE RD,0 ACADEMY & HAYNES BRIDGE,34.075399,-84.292976,,,,,,1
15056,902817,HAYNES BRIDGE RD @ LAKEVIEW PKWY,HAYNES BRIDGE RD & LAKEVIEW PKY,34.057292,-84.28695,,,,,,1
15062,902820,NORTH POINT PKWY @ NORTH POINT CT,0 NORTH POINT PKY & NORTH POINT CT,34.047736,-84.288493,,,,,,
15066,902776,HAYNES BRIDGE RD@ROCK MILL RD,,34.051601,-84.285458,,,,,,1
15068,902777,HAYNES BRIDGE RD @ NORTHWINDS PKWY,HAYNES BRIDGE RD & NORTHWINDS PKY,34.058607,-84.287375,,,,,,1
15074,902821,NORTH POINT PKY@GEORGIA LANE,0 NORTH POINT PKY & GEORGIA LN,34.04988,-84.283285,,,,,,1
15076,902822,NORTH POINT PKWY @ GEORGIA LN,0 NORTH POINT PKY & GEORGIA LN,34.049247,-84.283975,,,,,,
15078,902846,HAYNES BRIDGE RD@NORTH POINT DR,0 HAYNES BRIDGE & NORTH POINT,34.049964,-84.285986,,,,,,1
15080,902847,NORTH POINT PKY@ KIMBALL BRIDGE RD,5055 NORTH POINT PKY & KIMBALL BRIDGE RD,34.05462,-84.274303,,,,,,1
15082,902780,NORTH POINT PKWY @ 5055,,34.054726,-84.277286,,,,,,1
15086,902948,NORTH POINT PKWY @ MILL CREEK AVE,0 NORTH POINT PKY & MILL CREEK AVE,34.049988,-84.280963,,,,,,1
15088,902949,NORTH POINT PKY @ NORTH POINT DR,0 NORTH POINT PKY & NORTH POINT DR,34.050454,-84.280754,,,,,,1
15090,902950,NORTH POINT PKY@ROCK MILL RD,0 NORTH POINT & ROCK MILL,34.051814,-84.279206,,,,,,1
15092,902951,NORTH POINT PKY@ROCK MILL RD,0 NORTH POINT PKY & ROCK MILL RD,34.051938,-84.279652,,,,,,1
16010,902917,NORTH POINT PKY@ROYAL BLVD S,0 NORTH POINT & ROYAL,34.054603,-84.271739,,,,,,1
16016,902918,NORTH POINT PKY @ 4000,,34.065942,-84.262005,,,,,,1
16018,902919,NORTH POINT PKY@PRESTON RIDGE RD,0 NORTH POINT & PRESTON RIDGE,34.071018,-84.256571,,,,,,1
16020,902953,NORTH POINT PKY @ 3980,,34.069323,-84.260289,,,,,,1
16022,902954,NORTH POINT PKY@3180,3200 NORTH POINT,34.074163,-84.257003,,,,,,1
16023,902955,NORTH POINT PKY @ PRESTON RIDGE RD,0 NORTH POINT & PRESTON RIDGE,34.071684,-84.256765,,,,,,1
16024,902920,NORTH POINT PKY @ 3180,,34.074037,-84.257706,,,,,,1
16026,906734,NORTH POINT PKY @ 4501,NORTH POINT PKY & ROYAL DR,34.060519,-84.265895,,,,,,
16028,902921,NORTH POINT PKY @ 4125,,34.06661,-84.262158,,,,,,1
16030,902922,NORTH POINT PKY @ OLD MILTON PKY,3980 NORTH POINT PKY & OLD MILTON PKY,34.068411,-84.260748,,,,,,1
20012,903071,ATLANTA ST @ OAK ST,0 ATLANTA & OAK,34.01968,-84.361641,,,,,,1
20014,903098,ALPHARETTA ST@ELIZABETH WAY,0 ALPHARETTA ST & ELIZABETH WAY,34.024141,-84.360722,,,,,,1
20016,903099,ALPHARETTA ST@NORCROSS ST,0 ALPHARETTA & NORCROSS,34.025188,-84.360458,,,,,,1
20018,903100,ALPHARETTA ST@CHERRY ST,0 ALPHARETTA & CHERRY,34.027241,-84.358696,,,,,,
20020,903101,ALPHARETTA ST @ WOODSTOCK ST,0 ALPHARETTA & WOODSTOCK,34.029003,-84.356476,,,,,,1
20024,903072,ALPHARETTA ST @ THOMAS DR,,34.03132,-84.352794,,,,,,1
20026,903073,ALPHARETTA ST@1207,,34.032179,-84.351299,,,,,,1
20028,903074,ALPHARETTA ST@ALPINE DR,0 ALPHARETTA & ALPINE,34.034595,-84.346985,,,,,,1
20032,903075,ALPHARETTA ST @ STRICKLAND RD,0 ALPHARETTA ST & STRICKLAND RD,34.031257,-84.353143,,,,,,1
20036,903102,ALPHARETTA ST@WOODSTOCK ST,0 ALPHARETTA ST & WOODSTOCK ST,34.029726,-84.355608,,,,,,1
20038,903103,ALPHARETTA ST @ CHERRY ST,0 ALPHARETTA ST & CHERRY WAY,34.028401,-84.357669,,,,,,1
20040,903104,ALPHARETTA ST@GREEN ST,0 ALPHARETTA ST & GREEN ST,34.026137,-84.359828,,,,,,1
20042,903105,ALPHARETTA ST@ELIZABETH WAY,0 ALPHARETTA ST & ELIZABETH WAY,34.024697,-84.36072,,,,,,1
20044,903166,ATLANTA ST @ OXBO RD,0 ATLANTA ST & OXBO RD,34.016864,-84.362649,,,,,,1
20046,902622,ATLANTA ST @ OAK ST,0 ATLANTA ST & OAK ST,34.020123,-84.361767,,,,,,1
20050,902623,ATLANTA ST@HILL ST,0 ATLANTA ST & HILL ST,34.021609,-84.361604,,,,,,1
20052,902719,MAIN ST@PARK ST,0 MAIN & PARK,33.524877,-84.664778,,,,,,1
20054,902720,ALPHARETTA ST@THOMAS DR,0 ALPHARETTA & THOMAS,34.030607,-84.353944,,,,,,1
21009,902721,MANSELL RD@901,0 MANSELL RD & UNKNOWN,34.042802,-84.335055,,,,,,1
21010,902722,MANSELL RD@EAGLES CREST VILLAGE LN,0 MANSELL RD & EAGLESCREST VILLAGE LN,34.042757,-84.338995,,,,,,
21011,902624,MANSELL RD@WARSAW RD,0 MANSELL & WARSAW,34.042573,-84.329835,,,,,,1
21012,902625,MANSELL RD@OLD ROSWELL RD,0 MANSELL RD & OLD ROSWELL RD,34.041443,-84.324275,,,,,,1
21014,902626,MANSELL RD@DUKE DR,0 MANSELL RD & DUKE DR,34.040092,-84.319005,,,,,,1
21023,902723,MANSELL RD@WESTSIDE PKY,0 MANSELL RD & WESTSIDE PKY,34.040324,-84.319267,,,,,,1
21025,902724,MANSELL RD@WARSAW RD,0 MANSELL RD & WARSAW RD,34.042695,-84.329196,,,,,,1
21029,902628,MANSELL RD@EAGLES CREST VILLAGE LN,0 MANSELL RD & EAGLESCREST VILLAGE LN,34.042829,-84.338711,,,,,,1
21038,902787,HOLCOMB BRIDGE RD @ ALPHARETTA ST,0 HOLCOMB BRIDGE RD & ALPHARETTA ST,34.035876,-84.342867,,,,,,
21042,902788,HOLCOMB BRIDGE RD@ALPHARETTA ST,0 HOLCOMB BRIDGE & ALPHARETTA,34.034755,-84.34199,,,,,,1
21044,902789,HOLCOMB BRIDGE RD@GRIMES BRIDGE RD,0 HOLCOMB BRIDGE RD & GRIMES BRIDGE RD,34.032834,-84.341197,,,,,,
21046,902832,HOLCOMB BRIDGE RD@OLD ROSWELL RD,0 HOLCOMB BRIDGE & OLD ROSWELL,34.032943,-84.34081,,,,,,1
21048,902856,HOLCOMB BRIDGE RD@OLD ROSWELL RD,0 HOLCOMB BRIDGE & OLD ROSWELL,34.031756,-84.339365,,,,,,1
21050,902857,HOLCOMB BRIDGE RD@MARKET PL,0 HOLCOMB BRIDGE RD & MARKET PL,34.031295,-84.339352,,,,,,1
21052,902858,HOLCOMB BRIDGE RD@MARKET PL,0 HOLCOMB BRIDGE & MARKET,34.030893,-84.338273,,,,,,1
21054,902790,HOLCOMB BRIDGE RD@MARKET PL,0 HOLCOMB BRIDGE RD & MARKET PL,34.030606,-84.338436,,,,,,1
21056,902791,HOLCOMB BRIDGE RD @ WARSAW RD,0 HOLCOMB BRIDGE RD & WARSAW RD,34.028137,-84.335359,,,,,,1
